Title,ISBN,Goodreads Book ID
Shadow Games ,9780812533828.0,113540.Shadow_Games?from_search=true&from_srp=true&qid=YmvFbFh1Qx&rank=1.shadow-games
Los caprichos de Francisco de Goya y Lucientes,9788477370185.0,61771.Los_caprichos_de_Francisco_de_Goya_y_Lucientes?from_search=true&from_srp=true&qid=VUVWYmjldi&rank=1.los-caprichos-de-francisco-de-goya-y-lucientes
Savage Thunder ,9780380753000.0,59346191.savage-thunder
Rain Man,9780582417854.0,237364.Rain_Man?from_search=true&from_srp=true&qid=4kXpgrtGap&rank=1.rain-man
The Innocent,,12849385.the-innocent
Mouse Paint,9780152002657.0,1296415.Mouse_Paint?from_search=true&from_srp=true&qid=jEC8IyOwqD&rank=1.mouse-paint
Paths of Resistance: The Art and Craft of the Political Novel,9780395514276.0,133193.Paths_of_Resistance?from_search=true&from_srp=true&qid=3KVY3QMApt&rank=1.paths-of-resistance-the-art-and-craft-of-the-political-novel
The Girl at the Lion d'Or,9780375704536.0,7480.The_Girl_at_the_Lion_d_Or?from_search=true&from_srp=true&qid=6NWDAAfjSu&rank=1.the-girl-at-the-lion-dor
Schweiz Ohne Armee?: Ein Palaver,9783857911538.0,6325183.schweiz-ohne-armee-ein-palaver
Death Of A Hollow Man ,9781933397269.0,454571.Death_Of_A_Hollow_Man?from_search=true&from_srp=true&qid=0qPZOWcduK&rank=1.death-of-a-hollow-man
Total Recall,9780099742005.0,14546626.total-recall
Around the World in 80 Days: Companion to the Pbs Series,9780912333397.0,221304.Around_the_World_in_80_Days?from_search=true&from_srp=true&qid=7m7LgQctUG&rank=1.around-the-world-in-80-days-companion-to-the-pbs-series
The Unadulterated Cat,9780752853697.0,34496.The_Unadulterated_Cat?from_search=true&from_srp=true&qid=Qt1BxL8HB8&rank=1.the-unadulterated-cat
Jurassic Park ,9780307348135.0,40604658.jurassic-park
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",,12067.Good_Omens?from_search=true&from_srp=true&qid=9CGmIAqrak&rank=1.good-omens-the-nice-and-accurate-prophecies-of-agnes-nutter-witch
"Oh, the Places You’ll Go!",9780679805274.0,191139.Oh_the_Places_You_ll_Go_?from_search=true&from_srp=true&qid=T4SdN6QsZB&rank=1.oh-the-places-youll-go
The Eye of the World ,9780812511819.0,228665.The_Eye_of_the_World?from_search=true&from_srp=true&qid=kDfuZNEdvJ&rank=1.the-eye-of-the-world
Possession,9780679735908.0,41219.Possession?from_search=true&from_srp=true&qid=RiBWyPFd4O&rank=1.possession
Moving Pictures ,9780552152945.0,34510.Moving_Pictures?from_search=true&from_srp=true&qid=aU7uOTsgXK&rank=1.moving-pictures
The Great Hunt ,9780312851408.0,233649.The_Great_Hunt?from_search=true&from_srp=true&qid=8JPB1diSXT&rank=1.the-great-hunt
Four Past Midnight,,133266.Four_Past_Midnight?from_search=true&from_srp=true&qid=HoYRy6EOWc&rank=1.four-past-midnight
The Things They Carried,9780767902892.0,133518.The_Things_They_Carried?from_search=true&from_srp=true&qid=FziENFgJEA&rank=1.the-things-they-carried
Dealing with Dragons ,9780152045661.0,150739.Dealing_with_Dragons?from_search=true&from_srp=true&qid=LPe8ZfbaXs&rank=1.dealing-with-dragons
"The Sandman, Vol. 2: The Doll's House",9781563892257.0,25099.The_Sandman_Vol_2?from_search=true&from_srp=true&qid=s95IkQgumG&rank=1.the-sandman-vol-2-the-dolls-house
Postmortem ,9780743477154.0,6534.Postmortem?from_search=true&from_srp=true&qid=tnNhOaVFbx&rank=1.postmortem
Castle in the Air ,9780064473453.0,47520.Castle_in_the_Air?from_search=true&from_srp=true&qid=2u3aBTvsxu&rank=1.castle-in-the-air
Maniac Magee,9780316809061.0,139463.Maniac_Magee?from_search=true&from_srp=true&qid=MN9UdZVnKL&rank=1.maniac-magee
Stone of Farewell ,9780756402976.0,28689.Stone_of_Farewell?from_search=true&from_srp=true&qid=rdsguM4ouo&rank=1.stone-of-farewell
The Bourne Ultimatum ,9780752858494.0,31259.The_Bourne_Ultimatum?from_search=true&from_srp=true&qid=oKhxcSDfF4&rank=1.the-bourne-ultimatum
The Mother Tongue: English and How It Got That Way,9780380715435.0,29.The_Mother_Tongue?from_search=true&from_srp=true&qid=F3fgEZ1gPj&rank=1.the-mother-tongue-english-and-how-it-got-that-way
The First Man in Rome ,9780380710812.0,480570.The_First_Man_in_Rome?from_search=true&from_srp=true&qid=KdBXkVlU4O&rank=1.the-first-man-in-rome
Circle of Friends,9780099498599.0,41977.Circle_of_Friends?from_search=true&from_srp=true&qid=JFq54S5U6S&rank=1.circle-of-friends
Tigana,9780451457769.0,104089.Tigana?from_search=true&from_srp=true&qid=gFx28b2VgQ&rank=1.tigana
Nightfall,9780553290998.0,58080352.nightfall
Well-Schooled in Murder ,9780553287349.0,394228.Well_Schooled_in_Murder?from_search=true&from_srp=true&qid=ED0yMei4oV&rank=1.well-schooled-in-murder
Tehanu ,9781416509639.0,13661.Tehanu?from_search=true&from_srp=true&qid=PfePxcJHpS&rank=1.tehanu
Her Smoke Rose Up Forever,9781892391209.0,27059.Her_Smoke_Rose_Up_Forever?from_search=true&from_srp=true&qid=tb1RvieFB2&rank=1.her-smoke-rose-up-forever
Use of Weapons ,9781857231359.0,12007.Use_of_Weapons?from_search=true&from_srp=true&qid=D2XISlruMK&rank=1.use-of-weapons
The Face of a Stranger ,9780804108584.0,583883.The_Face_of_a_Stranger?from_search=true&from_srp=true&qid=TnpN9410dB&rank=1.the-face-of-a-stranger
L.A. Confidential ,,57727.L_A_Confidential?from_search=true&from_srp=true&qid=DTNU0ZStxj&rank=1.la-confidential
The Buddha of Suburbia,9780140131680.0,302998.The_Buddha_of_Suburbia?from_search=true&from_srp=true&qid=kMeTZkitjX&rank=1.the-buddha-of-suburbia
The Gift of Asher Lev,9780449001158.0,11502.The_Gift_of_Asher_Lev?from_search=true&from_srp=true&qid=51MKpmTLvV&rank=1.the-gift-of-asher-lev
The Snapper ,,296793.The_Snapper?from_search=true&from_srp=true&qid=gLoemdsKAs&rank=1.the-snapper
The Black Book,9781400078653.0,30736665.the-black-book
Devil in a Blue Dress ,,37100.Devil_in_a_Blue_Dress?from_search=true&from_srp=true&qid=WO5L0bQQnk&rank=1.devil-in-a-blue-dress
Coyote Waits ,9780061099328.0,40383103.coyote-waits
Shadow Prey ,9780425208847.0,168571.Shadow_Prey?from_search=true&from_srp=true&qid=ZykHEpfNQ1&rank=1.shadow-prey
Thomas the Rhymer,9780553586978.0,152427.Thomas_the_Rhymer?from_search=true&from_srp=true&qid=tBT6WKDNUp&rank=1.thomas-the-rhymer
The Solitaire Mystery,9780374266516.0,48318.The_Solitaire_Mystery?from_search=true&from_srp=true&qid=6W0WsiUWEX&rank=1.the-solitaire-mystery
The Very Quiet Cricket,9780399218859.0,125423.The_Very_Quiet_Cricket?from_search=true&from_srp=true&qid=viINLkd1cz&rank=1.the-very-quiet-cricket
The Difference Engine,9780553294613.0,337116.The_Difference_Engine?from_search=true&from_srp=true&qid=9wRiCnltrF&rank=1.the-difference-engine
The Fall of Hyperion ,9780553288209.0,77565.The_Fall_of_Hyperion?from_search=true&from_srp=true&qid=UvUG2Ru2OA&rank=1.the-fall-of-hyperion
The Music of Chance,9780571203031.0,19490.The_Music_of_Chance?from_search=true&from_srp=true&qid=omArCP2gof&rank=1.the-music-of-chance
Mattimeo ,9780441006106.0,201342.Mattimeo?from_search=true&from_srp=true&qid=1YGnsRKrMB&rank=1.mattimeo
Catering to Nobody ,9780553584707.0,269746.Catering_to_Nobody?from_search=true&from_srp=true&qid=C8OrltD7il&rank=1.catering-to-nobody
Dancing at Lughnasa,9780571144792.0,196859.Dancing_at_Lughnasa?from_search=true&from_srp=true&qid=DtdY63lghZ&rank=1.dancing-at-lughnasa
Haroun and the Sea of Stories ,9780670886586.0,4835.Haroun_and_the_Sea_of_Stories?from_search=true&from_srp=true&qid=mXtDtVNGVt&rank=1.haroun-and-the-sea-of-stories
"A Midwife's Tale: The Life of Martha Ballard, Based on Her Diary, 1785-1812",9780679733768.0,15594.A_Midwife_s_Tale?from_search=true&from_srp=true&qid=O8OVPKzpa8&rank=1.a-midwifes-tale-the-life-of-martha-ballard-based-on-her-diary-1785-1812
The Cat Who Lived High ,,149319.The_Cat_Who_Lived_High?from_search=true&from_srp=true&qid=XWUmxNfklB&rank=1.the-cat-who-lived-high
The Flanders Panel,9780156029582.0,11031.The_Flanders_Panel?from_search=true&from_srp=true&qid=oruGOiPMuX&rank=1.the-flanders-panel
The Cat Who Talked to Ghosts ,9780515102659.0,43313803.the-cat-who-talked-to-ghosts
Get Shorty ,9780060082161.0,702539.Get_Shorty?from_search=true&from_srp=true&qid=82xmlluKfE&rank=1.get-shorty
Brazzaville Beach,9780380780495.0,77829.Brazzaville_Beach?from_search=true&from_srp=true&qid=oGnjwIJQv7&rank=1.brazzaville-beach
The Gap Into Conflict: The Real Story ,9780553295092.0,427353.The_Gap_Into_Conflict?from_search=true&from_srp=true&qid=eyQSsof6qq&rank=1.the-gap-into-conflict-the-real-story
Seduction,9780553283549.0,20995.The_Art_of_Seduction?from_search=true&from_srp=true&qid=OkxUFDk57K&rank=1.seduction
Fudge-a-Mania ,9780425193822.0,37737.Fudge_a_Mania?from_search=true&from_srp=true&qid=LqQW7qSeOA&rank=1.fudge-a-mania
Phantom,9780385302968.0,378.The_Phantom_Tollbooth?from_search=true&from_srp=true&qid=ZGJSPO6Lu9&rank=1.phantom
The Burden of Proof ,9780446677127.0,4035.The_Burden_of_Proof?from_search=true&from_srp=true&qid=kUEZTq6XFp&rank=1.the-burden-of-proof
Shrek!,9780374466237.0,843550.Shrek_?from_search=true&from_srp=true&qid=1PtLKNj7vc&rank=1.shrek
Immortality,9780571144563.0,60784644.immortality
Dragon Wing ,9780553286397.0,28481.Dragon_Wing?from_search=true&from_srp=true&qid=r4l03XPz5P&rank=1.dragon-wing
Lost in the Solar System ,9780590414296.0,110953.Lost_in_the_Solar_System?from_search=true&from_srp=true&qid=z2QXo3YE3R&rank=1.lost-in-the-solar-system
"The Sandman, Vol. 4: Season of Mists",9781563890352.0,25101.The_Sandman_Vol_4?from_search=true&from_srp=true&qid=JecMavE7oA&rank=1.the-sandman-vol-4-season-of-mists
The True Confessions of Charlotte Doyle,9780380714759.0,310146.The_True_Confessions_of_Charlotte_Doyle?from_search=true&from_srp=true&qid=BS0iXokAXA&rank=1.the-true-confessions-of-charlotte-doyle
The Sorceress and the Cygnet ,9780441775675.0,77362.The_Sorceress_and_the_Cygnet?from_search=true&from_srp=true&qid=QNGiO9ipCP&rank=1.the-sorceress-and-the-cygnet
"The Sandman, Vol. 6: Fables & Reflections",9781563891069.0,25106.The_Sandman_Vol_6?from_search=true&from_srp=true&qid=r7pFwR9WQr&rank=1.the-sandman-vol-6-fables-reflections
Texas! Lucky ,9780553289510.0,30437.Texas_Lucky?from_search=true&from_srp=true&qid=Bbr8OJOZLb&rank=1.texas-lucky
Stardust ,9780425127230.0,16793.Stardust?from_search=true&from_srp=true&qid=iqg0hjmVii&rank=1.stardust
Freedom in Exile: The Autobiography of the Dalai Lama,9780060987015.0,567720.Freedom_in_Exile?from_search=true&from_srp=true&qid=TF5hS4ciKq&rank=1.freedom-in-exile-the-autobiography-of-the-dalai-lama
A Morning for Flamingos ,9780753820292.0,1315418.A_Morning_for_Flamingos?from_search=true&from_srp=true&qid=33ymkQYtWA&rank=1.a-morning-for-flamingos
Longshot,9780330319584.0,18663492.longshot
James Herriot's Cat Stories,9781567315158.0,38740.James_Herriot_s_Cat_Stories?from_search=true&from_srp=true&qid=8I9FbaNLib&rank=1.james-herriots-cat-stories
Real Murders ,9780802757692.0,140091.Real_Murders?from_search=true&from_srp=true&qid=wUTxf7KQe2&rank=1.real-murders
Omeros,9780374523503.0,6080265.omeros
Mystery,9780525248187.0,157062582.mystery
Public Secrets,9780553589474.0,17910144.public-secrets
The Face On the Milk Carton,9780440910091.0,19469.The_Face_on_the_Milk_Carton?from_search=true&from_srp=true&qid=E6cJu1f2R2&rank=1.the-face-on-the-milk-carton
Surrender the Pink,9780671666408.0,629170.Surrender_the_Pink?from_search=true&from_srp=true&qid=IWY4oFooav&rank=1.surrender-the-pink
Brida,9789504915249.0,2817201.brida
Warrior's Woman ,9780380753017.0,30852.The_Woman_Warrior?from_search=true&from_srp=true&qid=wBSR1t87Pc&rank=1.warriors-woman
Wish You Were Here ,9780553287530.0,57701764.wish-you-were-here
Taming Natasha ,9780373579211.0,2359770.Taming_Natasha?from_search=true&from_srp=true&qid=KJC7q3jlTx&rank=1.taming-natasha
Middle Passage,9780452266384.0,231113.Middle_Passage?from_search=true&from_srp=true&qid=QH4WucExgQ&rank=1.middle-passage
Quest for Lost Heroes ,9780345379047.0,16248142.quest-for-lost-heroes
Animal Dreams,9780060921149.0,77262.Animal_Dreams?from_search=true&from_srp=true&qid=xpA8CE4BVy&rank=1.animal-dreams
Hocus Pocus,9780425161296.0,36244389.hocus-pocus
Gentle Rogue ,,891812.Gentle_Rogue?from_search=true&from_srp=true&qid=Pwm73mlNdt&rank=1.gentle-rogue
C.S. Lewis: A Biography,9780393028133.0,777840.C_S_Lewis?from_search=true&from_srp=true&qid=16vj77GH5p&rank=1.cs-lewis-a-biography
The Journalist and the Murderer,9780679731832.0,55563.The_Journalist_and_the_Murderer?from_search=true&from_srp=true&qid=qsugF4DHfY&rank=1.the-journalist-and-the-murderer
Declarations of Independence: Cross-Examining American Ideology,9780060921088.0,16193.Declarations_of_Independence?from_search=true&from_srp=true&qid=5A7Pn3bv7I&rank=1.declarations-of-independence-cross-examining-american-ideology
Duncan's Bride ,9781551664798.0,420736.Duncan_s_Bride?from_search=true&from_srp=true&qid=WhHbBxdfCa&rank=1.duncans-bride
Barbarians at the Gate: The Fall of RJR Nabisco,9780060536350.0,781182.Barbarians_at_the_Gate?from_search=true&from_srp=true&qid=nf1n8g2mVZ&rank=1.barbarians-at-the-gate-the-fall-of-rjr-nabisco
Dogeaters,9780140149043.0,875730.Dogeaters?from_search=true&from_srp=true&qid=2ZTX8fRFJ7&rank=1.dogeaters
Envisioning Information,9780961392116.0,17745.Envisioning_Information?from_search=true&from_srp=true&qid=F5s2ND1FIh&rank=1.envisioning-information
Vampires Don't Wear Polka Dots ,9780590434119.0,19435.Vampires_Don_t_Wear_Polka_Dots?from_search=true&from_srp=true&qid=slfaLdJHR3&rank=1.vampires-dont-wear-polka-dots
Age of Iron,9780140275650.0,6207.Age_of_Iron?from_search=true&from_srp=true&qid=xP09JrYZLG&rank=1.age-of-iron
Fishers of Men ,9781590386675.0,22299650.fishers-of-men
Outlander ,9780440242949.0,10964.Outlander?from_search=true&from_srp=true&qid=2RWqH2Cucz&rank=1.outlander
The Firm,9780582418271.0,5358.The_Firm?from_search=true&from_srp=true&qid=iUuqPUuHew&rank=1.the-firm
Sophie’s World,9781857993288.0,10959.Sophie_s_World?from_search=true&from_srp=true&qid=xcW928XFyg&rank=1.sophies-world
Reaper Man ,9780552152952.0,34517.Reaper_Man?from_search=true&from_srp=true&qid=67hj20VxeH&rank=1.reaper-man
Maus II: A Survivor's Tale: And Here My Troubles Began,9780679729778.0,15197.Maus_II?from_search=true&from_srp=true&qid=IY4gUUtww0&rank=1.maus-ii-a-survivors-tale-and-here-my-troubles-began
The Dragon Reborn ,9780765305114.0,34897.The_Dragon_Reborn?from_search=true&from_srp=true&qid=YjH2LaS5CH&rank=1.the-dragon-reborn
The Waste Lands ,9780670032563.0,34084.The_Waste_Lands?from_search=true&from_srp=true&qid=We2cGVogqw&rank=1.the-waste-lands
Wild Swans: Three Daughters of China,,1848.Wild_Swans?from_search=true&from_srp=true&qid=e5d7IeQVQh&rank=1.wild-swans-three-daughters-of-china
Witches Abroad ,9780061020612.0,2442.Witches_Abroad?from_search=true&from_srp=true&qid=RzRVy134j5&rank=1.witches-abroad
The Six Wives of Henry VIII,9780802136831.0,10104.The_Six_Wives_of_Henry_VIII?from_search=true&from_srp=true&qid=y3H85l8KeO&rank=1.the-six-wives-of-henry-viii
The Kitchen God's Wife,9780143038108.0,12557.The_Kitchen_God_s_Wife?from_search=true&from_srp=true&qid=d8Ka3lO3On&rank=1.the-kitchen-gods-wife
Regeneration ,9780140236231.0,5872.Regeneration?from_search=true&from_srp=true&qid=VXwKOyUYtW&rank=1.regeneration
A Thousand Acres,9781400033836.0,41193.A_Thousand_Acres?from_search=true&from_srp=true&qid=0kBS36WqtQ&rank=1.a-thousand-acres
Faceless Killers ,9781400031573.0,935308.Faceless_Killers?from_search=true&from_srp=true&qid=QVb1l4PBE1&rank=1.faceless-killers
Body of Evidence ,9780743493918.0,132336.Body_of_Evidence?from_search=true&from_srp=true&qid=pQvew7oGQ1&rank=1.body-of-evidence
American Psycho,9780679735779.0,28676.American_Psycho?from_search=true&from_srp=true&qid=T3KImUueIe&rank=1.american-psycho
"The Sandman, Vol. 3: Dream Country",9781563892264.0,25100.The_Sandman_Vol_3?from_search=true&from_srp=true&qid=QIj93Lms8F&rank=1.the-sandman-vol-3-dream-country
The Face on the Milk Carton ,9780385323284.0,19469.The_Face_on_the_Milk_Carton?from_search=true&from_srp=true&qid=7ufNuIN35I&rank=1.the-face-on-the-milk-carton
Chrysanthemum,9780688147327.0,858513.Chrysanthemum?from_search=true&from_srp=true&qid=JSSgpA0AnL&rank=1.chrysanthemum
Heir to the Empire ,9780553296129.0,40604754.heir-to-the-empire
Barrayar ,9780743468411.0,61905.Barrayar?from_search=true&from_srp=true&qid=8TFsgrZLyB&rank=1.barrayar
Homicide: A Year on the Killing Streets,9780805080759.0,18956.Homicide?from_search=true&from_srp=true&qid=WsS7LDqQB0&rank=1.homicide-a-year-on-the-killing-streets
As the Crow Flies,9780312997113.0,7201.As_the_Crow_Flies?from_search=true&from_srp=true&qid=tVkBWNeDL6&rank=1.as-the-crow-flies
Tara Road,9780440235590.0,5196.Tara_Road?from_search=true&from_srp=true&qid=iP7bNi2NI1&rank=1.tara-road
Scarlett,9780446363259.0,43175155.scarlett
Sahara ,9780307209610.0,41716.Sahara?from_search=true&from_srp=true&qid=hPE5ZAIbO0&rank=1.sahara
How the García Girls Lost Their Accents,9780452287075.0,11208.How_the_Garc_a_Girls_Lost_Their_Accents?from_search=true&from_srp=true&qid=D42bkqdqOK&rank=1.how-the-garcía-girls-lost-their-accents
The Beauty Myth,9780060512187.0,39926.The_Beauty_Myth?from_search=true&from_srp=true&qid=CP5tyFVtvB&rank=1.the-beauty-myth
Xenocide ,9780312861872.0,8648.Xenocide?from_search=true&from_srp=true&qid=SRFHEvAuJR&rank=1.xenocide
Ishmael: An Adventure of the Mind and Spirit ,9780553375404.0,227265.Ishmael?from_search=true&from_srp=true&qid=OwFR1qs2K2&rank=1.ishmael-an-adventure-of-the-mind-and-spirit
The Partner/All God's Children/Medusa's Child/Only Son ,9780385472951.0,931362.The_Partner_All_God_s_Children_Medusa_s_Child_Only_Son?from_search=true&from_srp=true&qid=43b7rXpUQr&rank=1.the-partnerall-gods-childrenmedusas-childonly-son
Wise Children,9780140175301.0,721867.Wise_Children?from_search=true&from_srp=true&qid=4ujEFMG2gw&rank=1.wise-children
The Summer of the Danes ,9780446400183.0,751769.The_Summer_of_the_Danes?from_search=true&from_srp=true&qid=XcGPECXHh0&rank=1.the-summer-of-the-danes
The Van ,9780140260021.0,51791252.the-van
Generation X: Tales for an Accelerated Culture,9780349108391.0,3378.Generation_X?from_search=true&from_srp=true&qid=zOI2YUUmHV&rank=1.generation-x-tales-for-an-accelerated-culture
The Firm ,9780440211457.0,5358.The_Firm?from_search=true&from_srp=true&qid=bToHCwoO9j&rank=1.the-firm
A Suitable Vengeance ,9780553384826.0,234232.A_Suitable_Vengeance?from_search=true&from_srp=true&qid=dwDcLH1fW5&rank=1.a-suitable-vengeance
Imajica,9780061053719.0,567704.Imajica?from_search=true&from_srp=true&qid=7veUGpwYhV&rank=1.imajica
The Birthday Boys,9780786702077.0,220464.The_Birthday_Boys?from_search=true&from_srp=true&qid=7bmr7clfsr&rank=1.the-birthday-boys
The Liar,9780099457053.0,14241.The_Liars_Club?from_search=true&from_srp=true&qid=x142pAbKLt&rank=1.the-liar
Wartime Lies,9780449001172.0,45378.Wartime_Lies?from_search=true&from_srp=true&qid=kpWYgeupGj&rank=1.wartime-lies
Seeress of Kell ,9780552148061.0,110694.Seeress_of_Kell?from_search=true&from_srp=true&qid=ZgBVSJyaDl&rank=1.seeress-of-kell
Beggars in Spain ,9780060733483.0,68333.Beggars_in_Spain?from_search=true&from_srp=true&qid=k72vNdtyyA&rank=1.beggars-in-spain
Backlash: The Undeclared War Against American Women,9780385425070.0,200883.Backlash?from_search=true&from_srp=true&qid=FCSz4sK4TO&rank=1.backlash-the-undeclared-war-against-american-women
Ring ,9781932234411.0,61215351.ring
Searching for Dragons ,9780152045654.0,169875.Searching_for_Dragons?from_search=true&from_srp=true&qid=luUfZfOaTK&rank=1.searching-for-dragons
Wilderness Tips,9780385491112.0,103162.Wilderness_Tips?from_search=true&from_srp=true&qid=8MCINPHbAk&rank=1.wilderness-tips
Harlot's Ghost,9780394588322.0,381365.Harlot_s_Ghost?from_search=true&from_srp=true&qid=b5XBKRUlTU&rank=1.harlots-ghost
Time's Arrow,9780679735724.0,23031.Time_s_Arrow?from_search=true&from_srp=true&qid=txH9txyxS1&rank=1.times-arrow
The Old Contemptibles ,9780451412133.0,102400.The_Old_Contemptibles?from_search=true&from_srp=true&qid=hqUd0RPwei&rank=1.the-old-contemptibles
All the Weyrs of Pern ,9780345419354.0,61926.All_the_Weyrs_of_Pern?from_search=true&from_srp=true&qid=ZY100Zqfwx&rank=1.all-the-weyrs-of-pern
Tar Beach,9780517885444.0,111027.Tar_Beach?from_search=true&from_srp=true&qid=aZItgGgsQA&rank=1.tar-beach
Saint Maybe,9780449911600.0,112322.Saint_Maybe?from_search=true&from_srp=true&qid=ewLpPvkB9o&rank=1.saint-maybe
The Infinite Plan,9780060924980.0,16556.The_Infinite_Plan?from_search=true&from_srp=true&qid=Nx3pGngTBh&rank=1.the-infinite-plan
Carnal Innocence,9780553295979.0,59807.Carnal_Innocence?from_search=true&from_srp=true&qid=zaO7ZexA3b&rank=1.carnal-innocence
Hide and Seek ,9780312963972.0,13153.Hide_and_Seek?from_search=true&from_srp=true&qid=iqKXiYJRnQ&rank=1.hide-and-seek
The Awakening / The Struggle ,9780061140976.0,395871.The_Awakening_The_Struggle?from_search=true&from_srp=true&qid=Z5PAYacaVW&rank=1.the-awakening-the-struggle
The Sapphire Rose ,9780345374721.0,291356.The_Sapphire_Rose?from_search=true&from_srp=true&qid=dvDtX0lfR5&rank=1.the-sapphire-rose
Mariel of Redwall ,9780142302392.0,7993.Mariel_of_Redwall?from_search=true&from_srp=true&qid=Oqn6RYxolj&rank=1.mariel-of-redwall
The Prize,9780671702519.0,107772.The_Prize?from_search=true&from_srp=true&qid=bPMt9ydjqa&rank=1.the-prize
The Fury / Dark Reunion ,9780061140983.0,1895792.The_Fury_Dark_Reunion?from_search=true&from_srp=true&qid=RU7ahZ1lf4&rank=1.the-fury-dark-reunion
Problem at Pollensa Bay ,9780062006721.0,735107.Problem_at_Pollensa_Bay_and_Other_Stories?from_search=true&from_srp=true&qid=73dJrFU9Wq&rank=1.problem-at-pollensa-bay
Flowers in the Rain and Other Stories,9780340567999.0,116047.Flowers_in_the_Rain_and_Other_Stories?from_search=true&from_srp=true&qid=kkIdk8gu0S&rank=1.flowers-in-the-rain-and-other-stories
Prisoner of My Desire,9780380756278.0,774060.Prisoner_of_My_Desire?from_search=true&from_srp=true&qid=OdM23hbcMZ&rank=1.prisoner-of-my-desire
If You Give a Moose a Muffin,9780060244057.0,826584.If_You_Give_a_Moose_a_Muffin?from_search=true&from_srp=true&qid=D4Gj6aKhyT&rank=1.if-you-give-a-moose-a-muffin
Texas! Sage ,9780553295009.0,30370.Texas_Sage?from_search=true&from_srp=true&qid=plmFu3zaXx&rank=1.texas-sage
Texas! Chase ,9780553289909.0,368038.Texas_Chase?from_search=true&from_srp=true&qid=oNBzZBdPws&rank=1.texas-chase
The Raphael Affair ,9780425166130.0,875109.The_Raphael_Affair?from_search=true&from_srp=true&qid=UI8ujtMGUn&rank=1.the-raphael-affair
Silver Linings,9780671019624.0,13539044.silver-linings
Almanac of the Dead,9780140173192.0,52385.Almanac_of_the_Dead?from_search=true&from_srp=true&qid=hKPz6i4czE&rank=1.almanac-of-the-dead
The Calhoun Women: Lilah & Suzanna ,9780373484980.0,114195.The_Calhoun_Women?from_search=true&from_srp=true&qid=XFdchbAkOd&rank=1.the-calhoun-women-lilah-suzanna
Tam Lin,9780142406526.0,51106.Tam_Lin?from_search=true&from_srp=true&qid=yxxmTDI4jF&rank=1.tam-lin
Patrimony,9780679752936.0,29738.Patrimony?from_search=true&from_srp=true&qid=1XolDTtWwg&rank=1.patrimony
The State of the Art ,9780356196695.0,129131.The_State_of_the_Art?from_search=true&from_srp=true&qid=QluaSMYeEn&rank=1.the-state-of-the-art
Savage Inequalities: Children in America's Schools,9780060974992.0,25078.Savage_Inequalities?from_search=true&from_srp=true&qid=4q2ZvGRo4N&rank=1.savage-inequalities-children-in-americas-schools
Stations of the Tide,9780380817610.0,243859.Stations_of_the_Tide?from_search=true&from_srp=true&qid=Prv1FSplmF&rank=1.stations-of-the-tide
Novel Without a Name,9780140255102.0,229001.Novel_Without_a_Name?from_search=true&from_srp=true&qid=yQEc0XWUb0&rank=1.novel-without-a-name
The River ,9780440227502.0,112975658.the-river
Neither Here nor There: Travels in Europe,9780380713806.0,27.Neither_Here_nor_There?from_search=true&from_srp=true&qid=3MMTE5XlK5&rank=1.neither-here-nor-there-travels-in-europe
Black Sun Rising ,9780756403140.0,36159.Black_Sun_Rising?from_search=true&from_srp=true&qid=l6G3DgYyvD&rank=1.black-sun-rising
The Remarkable Journey of Prince Jen,9780142402252.0,111626.The_Remarkable_Journey_of_Prince_Jen?from_search=true&from_srp=true&qid=k12GIUZKgA&rank=1.the-remarkable-journey-of-prince-jen
The Third Chimpanzee: The Evolution and Future of the Human Animal,9780060845506.0,49234.The_Third_Chimpanzee?from_search=true&from_srp=true&qid=CZ1vIVT177&rank=1.the-third-chimpanzee-the-evolution-and-future-of-the-human-animal
"The Calhouns: Catherine, Amanda and Lilah ",9780373285099.0,114140.The_Calhouns?from_search=true&from_srp=true&qid=z85KfHfQVl&rank=1.the-calhouns-catherine-amanda-and-lilah
"Life's Little Instruction Book: 511 Suggestions, Observations, and Reminders on How to Live a Happy and Rewarding Life",,968154.Life_s_Little_Instruction_Book?from_search=true&from_srp=true&qid=bg4MGWplaM&rank=1.lifes-little-instruction-book-511-suggestions-observations-and-reminders-on-how-to-live-a-happy-and-rewarding-life
A Soldier of the Great War,9780156031134.0,87985.A_Soldier_of_the_Great_War?from_search=true&from_srp=true&qid=vJPlsoOXhW&rank=1.a-soldier-of-the-great-war
An Owl Too Many ,9780446401012.0,118224.An_Owl_Too_Many?from_search=true&from_srp=true&qid=yYsNulrAE6&rank=1.an-owl-too-many
Griffin & Sabine ,9781551924014.0,49857874.griffin-sabine
From Puritanism to Postmodernism: A History of American Literature,9780140144352.0,868763.From_Puritanism_to_Postmodernism?from_search=true&from_srp=true&qid=XheQJ8J0yQ&rank=1.from-puritanism-to-postmodernism-a-history-of-american-literature
Shiloh ,9780689862229.0,207153.Shiloh?from_search=true&from_srp=true&qid=W4cq9w5dZP&rank=1.shiloh
The Jewel That Was Ours ,9780804109819.0,76908.The_Jewel_That_Was_Ours?from_search=true&from_srp=true&qid=9qjCkeOjfr&rank=1.the-jewel-that-was-ours
Steel Guitar ,9780312932640.0,529260.Steel_Guitar?from_search=true&from_srp=true&qid=bmzl4SkP8P&rank=1.steel-guitar
